handle,tweet
HillaryClinton,"Don’t believe anyone who says “I alone can fix it.”

Those were actually Donald Trump’s words at the Republican convention in Cleveland."
HillaryClinton,"Even Republicans can't come to terms with the idea of ""President Trump."" <url>"
HillaryClinton,"Our kids see the president as a role model. How will they see Donald Trump?
<url>"
realDonaldTrump,They don't like Rubio in Florida- he left them high &amp; dry. Doesn't even show up for votes!
HillaryClinton,"49 years later, we celebrate Stonewall as a national monument to the LGBT community's decades of struggle and progress."
realDonaldTrump,The Mayor of San Jose did a terrible job of ordering the  protection of innocent people. The thugs were lucky supporters remained peaceful!
HillaryClinton,Newt once compared Planned Parenthood to ISIS. Yeah. <url>
realDonaldTrump,'Win-lose deal that benefits Iran and hurts United States'... <url>
realDonaldTrump,"THANK YOU, NEW YORK!
<hashtag>MakeAmericaGreatAgain <hashtag>Trump2016
<url>"
HillaryClinton,"In light of  <mention> kurteichenwald's report on the Trump Organization's dangerous ties, here are 20 questions that Trump needs to answer—now."
realDonaldTrump,A former Secret Service Agent for President Clinton excoriates Crooked Hillary describing her as ERRATIC &amp; VIOLENT. Bad temperament for pres
realDonaldTrump," <mention> elizabethforma  Goofy Elizabeth Warren, sometimes known as Pocahontas, bought foreclosed housing and made a quick killing. Total hypocrite!"
realDonaldTrump,"Bernie Sanders has been treated terribly by the Democrats—both with delegates &amp; otherwise. He should show them, and run as an Independent!"
HillaryClinton,"""[The LGBT community's] progress is not only safe in her hands, it will continue."" — <mention> washblade endorsing Hillary: <url>"
HillaryClinton,"""His lack of empathy and compassion can be summed up in the phrase…he’s proud he made famous—'you’re fired.'"" — <mention> JoeBiden on Donald Trump"
realDonaldTrump,<hashtag>ImWithYou <hashtag>AmericaFirst <url>
HillaryClinton,"Folks, we've got to elect  <mention> HillaryClinton and take back the Senate. Let's roll up our sleeves and get to work. -Joe <url>"
HillaryClinton,"""I’ve seen her judgment, toughness, and commitment to our values up close. ... I'm with her."" — <mention> POTUS <url>"
HillaryClinton,Hillary's ready because of her heart. She's ready because of her experience. She's ready because she knows we're stronger together.
realDonaldTrump,"My thoughts and prayers are with the two police officers shot in Sebastian County, Arkansas. <hashtag>LESM"
HillaryClinton,"""It was the greatest moment of my life...and the...conviction that my daughter had the best mother in the world” —Bill on Chelsea being born"
realDonaldTrump,""" <mention> BrandonSawyer84:  <mention> realDonaldTrump will rule <hashtag>SouthCarolinaPrimary! <url>"""
HillaryClinton,"""On virtually every issue, Secretary Clinton stands with working Americans and their families."" — <mention> steelworkers <url>"
HillaryClinton,Let’s build a future where love trumps hate. <url>
realDonaldTrump,""" <mention> rwalkerTennesse: <hashtag>SouthCarolina If you want a job next January  <mention> Vote_For_Trump today.  <mention> realDonaldTrump will work for the people."""
HillaryClinton,"Defending women’s health means defending access to safe, legal abortion for all who need it—not just women who can afford it."
HillaryClinton,The stakes in this election are as high as any in our lifetimes. <url>
realDonaldTrump,"The just out USA Today National Poll, where I lead by big numbers, shows that in a head to head matchup, I beat both Hillary and Bernie."
HillaryClinton,"Nearly 100 years ago, women broke down barriers to the ballot box, moving us closer to a more equal nation. Let's finish what they started."
realDonaldTrump,Wow! I am speechless! Thank you to my sidekick  <mention> LynnePatton who keeps me &amp; the  <mention> EricTrumpFdn in line! <url>
HillaryClinton,"Under Trump, our economy would lose 3.5 million jobs.

Hillary's plan would create 10.4 million—in one term alone. <url>"
HillaryClinton,"""Hillary Clinton isn't afraid to say black lives matter..."" - Lucy McBath, mother of Jordan Davis <url>"
realDonaldTrump,"Just watched the very incompetent Mitt Romney Campaign Strategist, Stuart Stevens. Now I know why Mitt lost so badly. Stevens is a clown!"
HillaryClinton,This is what  <mention> realDonaldTrump would do to your state's economy. <url>
HillaryClinton,FACT: Donald Trump used his charitable foundation to purchase *multiple* six-foot-tall paintings of himself. <url>
HillaryClinton,"We can't let all the progress we've made under  <mention> POTUS be torn away by Donald Trump.

Let's move forward—together.
<url>"
realDonaldTrump,"'How Trump won over a bar full of undecideds and Democrats'
<url>"
realDonaldTrump,"I'll be in one of my favorite places this morning, Staten Island. Big crowd, will be fun!"
HillaryClinton,You can tell a lot about someone by the company they keep. <url>
HillaryClinton,Trump's detailed medical records are part of a laundry list of things he's hiding from the American public. <url>
HillaryClinton,This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of th… <url>
realDonaldTrump,"THANK YOU NEVADA! WE WILL MAKE AMERICA SAFE &amp; GREAT AGAIN!
<url>"
realDonaldTrump,"Club for Growth letter- trying to extort $1,000,000.00 from me. Remember, I said- NO! <url>"
HillaryClinton,"""It’s time to put a bully, racist in his place and a tough woman in hers—the White House!"" — <mention> MartinOMalley <url>"
realDonaldTrump,""" <mention> autumnandews08:  <mention> realDonaldTrump  <mention> JebBush Jeb is incompetent and will lose, don't waste your energy on that cry baby!"""
HillaryClinton,First stop on New York primary day. <hashtag>iVoted <hashtag>PrimaryDay <url>
HillaryClinton,¡Alza tu voz! Encuentre dónde votar en Nueva York aquí → <url>
realDonaldTrump,Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country
HillaryClinton,"""I don't know another businessman that brags about his bankruptcies."" — <mention> WarrenBuffett on Trump: <url>"
realDonaldTrump,"Thank you, America! <hashtag>Trump2016
Via  <mention> DRUDGE_REPORT <url>"
HillaryClinton,"""I think the Party is about to make a terrible mistake in Cleveland."" A confession from a Republican on Trump:
<url>"
realDonaldTrump,"Some day, when things calm down, I'll tell the real story of  <mention> JoeNBC and his very insecure long-time girlfriend,  <mention> morningmika. Two clowns!"
HillaryClinton,"""No one—no one—has given more for our freedom and security than our Gold Star families."" — <mention> POTUS at  <mention> DAVHQ <url>"
HillaryClinton,"“Un ataque a cualquier estadounidense, es un ataque a todos los estadounidenses” —Hillary tras tragedia en Orlando. <url>"
HillaryClinton,"“Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart.” —Galatians 6:9"
HillaryClinton,"""I humbly accept my party's nomination to be vice president of the United States!"" —Tim <url>"
HillaryClinton,Join  <mention> SarahEMcBride and activists across the country in supporting LGBT rights this November: <url>
realDonaldTrump,Obama-Clinton inherited $10T in debt and turned it into nearly $20T.  They have bankrupted… <url>
HillaryClinton,Donald Trump launched his campaign one year ago this week. And what a year it’s been. <url>
realDonaldTrump,"A great honor to visit the 9/11 Memorial Museum with my wife,  <mention> MELANIATRUMP, today. <hashtag>NewYorkValues <url>"
realDonaldTrump,""" <mention> MarkHalperin: My report card grades for the 2 New Hampshire winners: DonaldTrump A: v strong energy/close. BernieSanders B+: went too long"
realDonaldTrump,"Thank you Pittsburgh, Pennsylvania! Will be back soon! <hashtag>AmericaFirst <url>"
realDonaldTrump,"If the disgusting and corrupt media covered me honestly and didn't put false meaning into the words I say, I would be beating Hillary by 20%"
realDonaldTrump,Please read my full endorsement of  <mention> realDonaldTrump  for President of the United States: <url>.
HillaryClinton,"Like most of Trump’s plans, the details of his paid leave proposal aren't serious. <url>"
realDonaldTrump,"It is my great honor to support our Veterans with you! You can join me now. Thank you! <hashtag>Trump4Vets
<url>"
HillaryClinton,20. It's pretty clear: Trump's spent his life unscrupulously looking out for his own wallet above all. Why would that change as president?
realDonaldTrump,Thank you Connecticut! <hashtag>Trump2016 <url>
realDonaldTrump,"Just like I have been able to spend far less money than  others on the campaign and finish <hashtag>1, so too should our country. We can be great!"
HillaryClinton,"Congrats to Flint, Michigan's  <mention> ClaressaShields on her second Olympic gold medal for  <mention> TeamUSA. <url>"
HillaryClinton,"In  <mention> Newsweek: Trump Organization business would place national security at risk, even undermining the war on ISIS. <url>"
HillaryClinton,"Who benefits from Donald Trump's ""new"" economic plan? Rich people like Donald Trump. <url>"
HillaryClinton,"FDR came up with the perfect rebuke to Donald Trump more than 80 years ago:

“The only thing we have to fear is fear itself.”"
HillaryClinton,"""Seremos compañeros de alma en esta gran lucha por venir""—dijo  <mention> TimKaine sobre  <mention> HillaryClinton."
HillaryClinton,"""You are often unsung heroes. And I want you to know this: Your fights are my fights."" —Hillary to  <mention> SEIU members in Detroit"
realDonaldTrump,""" <mention> Johnsmi01433966: The establishment doesn't like you because they can't control you and get you to lie to us and keep ripping us off."""
realDonaldTrump,"Remember, get TIME magazine! I am on the cover. Take it out in 4 years and read it again! Just watch..."
HillaryClinton,"On this day in 1920, the 19th Amendment was adopted and many women won the right to vote. Let's break more ceilings. <url>"
HillaryClinton,"We're watching the Party of Lincoln become the Party of Trump.

That's not just a loss for our country—it's a threat."
realDonaldTrump,"Getting ready to take off for Nashua, New Hampshire. Big crowd, will be there soon. Fun!"
realDonaldTrump,Watched Crooked Hillary Clinton and Tim Kaine on 60 Minutes. No way they are going to fix America's problems. ISIS &amp; all others laughing!
realDonaldTrump,They will soon be calling me MR. BREXIT!
HillaryClinton,"""Trump’s ideas are not only profoundly wrong, they’re dangerous and they’re very un-American.” — <mention> JoeBiden <url>"
HillaryClinton,"""Enough is enough. It’s time we make quality child care affordable for all working families."" —Hillary"
realDonaldTrump,Thank you! <hashtag>VoteTrump <hashtag>ImWithYou <url>
HillaryClinton,"Donald Trump's VP pick Mike Pence is anti-woman, anti-LGBTQ, anti-immigrant, but pro-cigarettes  <url>"
HillaryClinton,"""The time has come for Republicans...to repudiate Mr. Trump once and for all."" — <mention> nytimes <url>"
HillaryClinton,"This job takes maturity, compassion, and wisdom. Only one candidate has what it takes. <hashtag>DebateNight <url>"
HillaryClinton,"Washington DC raises its minimum wage to $15 an hour, giving 114,000 working people a boost. <url>"
HillaryClinton,We have some questions about  <mention> realDonaldTrump's cozy relationship with Russia. <url>
realDonaldTrump,". <mention> MajorCBS Major Garrett of  <mention> CBSNews covers me very inaccurately. Total agenda, bad reporter!"
